name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
"Консультант на  ""Горячую линию""",,,800.0,USD,Москва,2003-09-08T14:35:30+0400
Тестировщик ПО,,,500.0,USD,Москва,2003-09-08T14:45:52+0400
Менеджер отдела продаж банковских продуктов,,,1000.0,USD,Москва,2003-09-08T14:49:43+0400
Технический писатель,,,550.0,USD,Москва,2003-09-08T14:52:36+0400
Программист VB,,,,,Москва,2003-09-08T14:52:48+0400
Менеджер проектов.,,,600.0,USD,Санкт-Петербург,2003-09-08T15:58:19+0400
Специалист по подготовке дистрибутивов (оператор ПК),,,300.0,USD,Москва,2003-09-08T16:08:04+0400
Product-manager по мониторам,,,1500.0,USD,Санкт-Петербург,2003-09-08T16:27:20+0400
Дизайнер,,,,,Москва,2003-09-08T16:58:00+0400
Программист,,,800.0,USD,Санкт-Петербург,2003-09-08T17:05:50+0400
Специалист по 1С,,,1200.0,USD,Москва,2003-09-08T18:33:34+0400
Пресейл менеджер,,,1000.0,USD,Москва,2003-09-08T18:35:31+0400
Менеджер по закупкам,,,800.0,USD,Москва,2003-09-08T18:39:28+0400
Internship course in Motorola for 3 - 5 yrs student,,,,,Москва,2003-09-08T18:44:21+0400
Architect,,,,,Москва,2003-09-09T00:00:00+0400
Вице-президент по консалтингу,,,,,Москва,2003-09-09T00:00:00+0400
Программист (крупная западная компания),,,,,Москва,2003-09-09T00:00:00+0400
Начальник Управления автоматизации крупного банка (ТОР-30),,,4000.0,USD,Москва,2003-09-09T00:00:00+0400
Стажер (Промышленная дирекция),,,200.0,USD,Москва,2003-09-09T10:33:25+0400
Программист,,,900.0,USD,Москва,2003-09-09T14:28:18+0400
Разработчик-консультант,,,1200.0,USD,Москва,2003-09-09T15:30:56+0400
Помощник менеджера,,,400.0,USD,Москва,2003-09-09T17:53:59+0400
Аccount manager,,,3000.0,USD,Москва,2003-09-10T00:00:00+0400
Менеджер по продажам оборудования доступа,,,,,Москва,2003-09-10T00:00:00+0400
IT - директор (CIO),,,3500.0,USD,Москва,2003-09-10T00:00:00+0400
"Главный специалист службы связи в российскую компанию (строительный менеджмент) (Москва, Код: MXSG)",,,,,Москва,2003-09-10T10:27:35+0400
Разработчик ПО,,,800.0,USD,Москва,2003-09-10T11:49:30+0400
Инженер-программист по автоматизации тестирования,,,,,Москва,2003-09-10T12:31:42+0400
Сервис-инженер.,,,350.0,USD,Санкт-Петербург,2003-09-10T12:42:35+0400
Секретарь,,,150.0,USD,Санкт-Петербург,2003-09-10T12:44:26+0400
Менеджер по работе с корпоративными заказчиками.,,,1000.0,USD,Санкт-Петербург,2003-09-10T12:46:51+0400
Менеджер проектов.,,,600.0,USD,Санкт-Петербург,2003-09-10T12:48:12+0400
Менеджер по работе с клиентами,,,1000.0,USD,Санкт-Петербург,2003-09-10T12:48:46+0400
"Менеджер по развитию направления (автоматизация документооборота, аналитические решения с использованием OLAP-технологий).",,,,,Санкт-Петербург,2003-09-10T12:49:44+0400
Менеджер Интернет-проектов,,,,,Москва,2003-09-10T13:15:08+0400
"Дизайнер-верстальщик. Код вакансии: ""М-ДВ""",,,,,Москва,2003-09-10T14:42:35+0400
Product-manager в компанию производитель ПК,,,2500.0,USD,Москва,2003-09-10T15:12:14+0400
Java-программист,,,700.0,USD,Москва,2003-09-10T17:38:09+0400
Системный администратор,,,700.0,USD,Москва,2003-09-10T17:40:14+0400
Веб-разработчик,,,700.0,USD,Москва,2003-09-10T18:39:22+0400
Ведущий специалист по сопровождению и внедрению ПК «Галактика»,,,700.0,USD,Москва,2003-09-10T19:46:29+0400
Специалист по внедрению и сопровождению SCALA,,,1500.0,USD,Москва,2003-09-11T10:32:31+0400
Специалист по Oracle E Business Suite (логистика),,,2500.0,USD,Москва,2003-09-11T12:34:04+0400
Tester,,,1800.0,USD,Москва,2003-09-11T12:34:53+0400
Системный аналитик (проект внедрения Oracle E Business Suite),,,1500.0,USD,Москва,2003-09-11T13:02:22+0400
"Специалист по развертыванию (Группа Эксплуатации, Кастомизации и разработки Внешних интерфейсов OEBS.)",,,1500.0,USD,Москва,2003-09-11T13:21:02+0400
Developer Oracle,,,,,Москва,2003-09-11T14:39:58+0400
Главный конструктор (MS SQL Server),,,,,Москва,2003-09-11T14:42:47+0400
Конструктор (MS SQL Server),,,,,Москва,2003-09-11T14:44:23+0400
Координатор службы дистрибуции ПО,,,400.0,USD,Москва,2003-09-11T14:56:15+0400
Системный администратор,,,,,Москва,2003-09-11T15:57:09+0400
Менеджер по продажам / Sales manager,,,,,Москва,2003-09-11T16:01:22+0400
Sales Engineer,,,2500.0,USD,Москва,2003-09-11T16:39:29+0400
Администратор отдела продаж,,,700.0,USD,Москва,2003-09-11T17:00:37+0400
Специалист внедрения бизнес-процессов,,,2000.0,USD,Москва,2003-09-11T18:36:54+0400
Разработчик программного обеспечения,,,1000.0,USD,Москва,2003-09-11T20:49:53+0400
Оператор ПК,,,400.0,USD,Москва,2003-09-12T11:55:10+0400
Системный администратор,,,800.0,USD,Москва,2003-09-12T13:54:39+0400
Руководитель группы тестеров,,,1500.0,USD,Москва,2003-09-12T15:56:39+0400
Программист php MySQL / html-верстальщик,,,400.0,USD,Москва,2003-09-12T16:09:07+0400
Инженер контроля,,,600.0,USD,Москва,2003-09-12T16:58:44+0400
Руководитель интернет-магазина,,,2000.0,USD,Москва,2003-09-12T18:10:31+0400
Начальник отдела гарантии,,,,,Москва,2003-09-12T20:43:22+0400
Программист ORACLE,,,1200.0,USD,Москва,2003-09-12T20:48:12+0400
Инженер-проектировщик в известную компанию-системный интегратор,,,,,Москва,2003-09-12T21:37:56+0400
Oracle E-Business Suite (Financials) Implementation Consultant,,,,,Москва,2003-09-13T07:31:12+0400
Project Manager for ERP/CRM Implementation projects,,,,,Москва,2003-09-13T07:31:19+0400
Ведущий инженер,,,600.0,USD,Москва,2003-09-13T12:10:38+0400
Програмист,,,,,Москва,2003-09-13T12:48:50+0400
Менеджер по продукту в Отдел анализа и разработки,,,,,Москва,2003-09-15T00:00:00+0400
Консультант в группу BI (SAP BW/SEM),,,,,Москва,2003-09-15T00:00:00+0400
МЕНЕДЖЕР ИНТЕРНЕТ-ПРОЕКТА,,,1500.0,USD,Москва,2003-09-15T00:00:00+0400
Менеджер по маркетингу,,,,,Москва,2003-09-15T00:00:00+0400
ВЕБ-ПРОГРАММИСТ,,,700.0,USD,Москва,2003-09-15T00:00:00+0400
ВЕБ-ПРОГРАММИСТ,,,700.0,USD,Москва,2003-09-15T00:00:00+0400
ВЕБ-ДИЗАЙНЕР,,,1000.0,USD,Москва,2003-09-15T00:00:00+0400
МЕНЕДЖЕР ИНТЕРНЕТ-ПРОЕКТА,,,1500.0,USD,Москва,2003-09-15T00:00:00+0400
ВЕБ-ПРОГРАММИСТ,,,700.0,USD,Москва,2003-09-15T00:00:00+0400
ВЕБ-ПРОГРАММИСТ,,,700.0,USD,Москва,2003-09-15T00:00:00+0400
"Отраслевой консультант в сектор Banking, Insurance, Retail, FMCG",,,,,Москва,2003-09-15T00:00:00+0400
"Менеджер по работе с партнерами, вендорами",,,1000.0,USD,Москва,2003-09-15T00:00:00+0400
Менеджер по работе с клиентами  в Промышленный сектор,,,,,Москва,2003-09-15T00:00:00+0400
ВЕБ-ДИЗАЙНЕР,,,1000.0,USD,Москва,2003-09-15T00:00:00+0400
Менеджер по работе с международными операторами,,,,,Москва,2003-09-15T00:00:00+0400
Менеджер проектов,,,,,Москва,2003-09-15T00:00:00+0400
"Ассистент консультанта (SAP/R3, MM, CO)",,,800.0,USD,Москва,2003-09-15T00:00:00+0400
Оператор базы данных,,,,,Москва,2003-09-15T00:00:00+0400
Validation Engineer   (Job# 206051),,,,,Нижний Новгород,2003-09-15T10:49:16+0400
Senior Software Engineer   (Job# 259847),,,,,Нижний Новгород,2003-09-15T10:50:32+0400
Software Engineer   (Job# 259576),,,,,Нижний Новгород,2003-09-15T10:53:43+0400
Senior CAD Engineer   (Job# 253955),,,,,Москва,2003-09-15T10:56:20+0400
Software Engineer   (Job# 254874),,,,,Нижний Новгород,2003-09-15T11:00:50+0400
Инженер по RISC-системам.,,,550.0,USD,Санкт-Петербург,2003-09-15T12:06:43+0400
Program Manager/Segment Manager   (Job# 259007),,,,,Москва,2003-09-15T12:34:05+0400
Менеджер по работе с международными операторами,,,,,Москва,2003-09-15T14:34:08+0400
Главный   специалист  службы развития первичной сети,,,,,Москва,2003-09-15T14:45:26+0400
Менеджер проектов - строительство объектов связи,,,,,Москва,2003-09-15T14:47:22+0400
Technical and Operations Clerk,,,,,Москва,2003-09-15T14:51:10+0400
Системный Администратор,,,,,Москва,2003-09-15T15:10:07+0400
Инженер по эксплуатации коммутационного оборудования,,,,,Москва,2003-09-15T15:44:23+0400
Инженер технической службы Help Desk,,,,,Москва,2003-09-15T15:47:49+0400
IT-технолог в маркетинговый департамент,,,,,Москва,2003-09-15T16:13:07+0400
Менеджер в отдел ведения сделок,,,300.0,USD,Санкт-Петербург,2003-09-15T17:41:01+0400
Бизнес аналитик,,,,,Москва,2003-09-15T18:51:58+0400
Специалист,,,,,Москва,2003-09-15T18:58:55+0400
Программист,,,1200.0,USD,Москва,2003-09-15T19:19:01+0400
Head of Service Department,,,,,Москва,2003-09-15T21:31:31+0400
Вэб дизайнер,,,250.0,USD,Санкт-Петербург,2003-09-16T10:06:42+0400
Бизнес-аналитик,,,,,Москва,2003-09-16T10:21:44+0400
Программист-разработчик JAVA,,,850.0,USD,Москва,2003-09-16T14:04:51+0400
Product Manager MMS,,,,,Москва,2003-09-16T14:42:59+0400
